message_text,label,category
Aapka OTP 455488 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://verify-now.net/9jypie,phishing,Bank_Scam
Reminder: University fee due date 15 October. Please visit student portal.,safe,Event_Notice
Security Alert: Aapka account unauthorized login detect hua. Agar yeh aap nahi to yeh form bharain: http://secure-pay.com/0poklt,phishing,Credential_Theft
Aapka OTP 633303 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
Reminder: University fee due date 15 October. Please visit student portal.,safe,Event_Notice
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://secure-pay.com/h1qer7,phishing,Scholarship_Job_Scam
Notification: Account settings updated successfully.,safe,System_Alert
College admin: Exam schedule attach kiya ja raha hai. Please check the portal.,safe,University_Notice
Delivery Update: Apka parcel 2nd October ko deliver hoga. Tracking ID: 487189.,safe,Delivery_Update
Aapka OTP 905730 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
Delivery company: Apke parcel ka shipment address confirm karein: http://secure-pay.com/oaf7xf,phishing,Delivery_Scam
Reminder: University fee due date 15 October. Please visit student portal.,safe,Event_Notice
Aapki debit card limit exceed ho gai. Apna card verify karein: http://verify-now.net/wm1vzr,phishing,Bank_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://bit.ly/aj5y6r,phishing,Bank_Scam
Operator: Aapki SIM successfully activated.,safe,MobileOperator
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://bit.ly/lu3yw6,phishing,Government_Scam
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://tinyurl.com/b3on6q,phishing,Misc_Scam
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
Payment confirmation ke liye yeh link click karein: http://tinyurl.com/du3pc7 — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Aapki debit card limit exceed ho gai. Apna card verify karein: http://tinyurl.com/y1x5yp,phishing,Bank_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://bit.ly/r9r71y,phishing,Bank_Scam
Account recovery: Apna username aur password yahan enter karein: http://verify-now.net/20cp6q,phishing,Credential_Theft
JazzCash: Aapka transfer Rs. 1500 complete hogaya.,safe,MobileWallet_Confirm
Aapka parcel hold pe hai. Delivery release karne ke liye payment karein: http://bit.ly/3upigk,phishing,Delivery_Scam
Aapki debit card limit exceed ho gai. Apna card verify karein: http://verify-now.net/osnb52,phishing,Bank_Scam
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://bit.ly/vcpx1d,phishing,Bank_Scam
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://verify-now.net/3yrsq7,phishing,Government_Scam
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Delivery Update: Apka parcel 2nd October ko deliver hoga. Tracking ID: 673507.,safe,Delivery_Update
Account recovery: Apna username aur password yahan enter karein: http://secure-pay.com/2jvkwh,phishing,Credential_Theft
JazzCash: Suspicious transaction detect hui. Account verify karein: http://verify-now.net/kvpmsr,phishing,MobileWallet_Scam
Delivery company: Apke parcel ka shipment address confirm karein: http://secure-pay.com/3qr10g,phishing,Delivery_Scam
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://bit.ly/twi6pt,phishing,MobileWallet_Scam
University: Aapka email deactivate ho raha hai. Reactivate karne ke liye credentials provide karein.,phishing,Credential_Theft
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Delivery company: Apke parcel ka shipment address confirm karein: http://tinyurl.com/ey0qwi,phishing,Delivery_Scam
Reminder: University fee due date 15 October. Please visit student portal.,safe,Event_Notice
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://verify-now.net/8wfv72,phishing,Bank_Scam
Tax department se notice: Aapki tax file incomplete hai. Jaldi action lein: http://verify-now.net/o05yu5,phishing,Government_Scam
JazzCash: Suspicious transaction detect hui. Account verify karein: http://tinyurl.com/fezohm,phishing,MobileWallet_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://tinyurl.com/t9gi9q,phishing,Bank_Scam
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://bit.ly/wub0ma,phishing,Fake_Prize_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://secure-pay.com/rpc5mr,phishing,Government_Scam
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://verify-now.net/8ppgam,phishing,Bank_Scam
Aapka OTP 222639 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://verify-now.net/4ra8al,phishing,Scholarship_Job_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://secure-pay.com/w0t43q,phishing,Government_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://verify-now.net/sqz2bd,phishing,Bank_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://secure-pay.com/v97pvq,phishing,Scholarship_Job_Scam
Bank: Apki transaction successful hui. Amount Rs. 2500.,safe,Bank_Notice
Notification: Account settings updated successfully.,safe,System_Alert
Aapka OTP 400571 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Account recovery: Apna username aur password yahan enter karein: http://secure-pay.com/zs4u81,phishing,Credential_Theft
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Aapka OTP 488112 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://secure-pay.com/bd3uib,phishing,Bank_Scam
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Account recovery: Apna username aur password yahan enter karein: http://bit.ly/1inomu,phishing,Credential_Theft
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Aapki salary deposit fail hui hai. Bank confirm karein: http://secure-pay.com/u8lrhh,phishing,Bank_Scam
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
Aapka OTP 374734 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
College admin: Exam schedule attach kiya ja raha hai. Please check the portal.,safe,University_Notice
Alert: New device login detected. Agar yeh aap hain to ignore karein.,safe,System_Alert
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://bit.ly/w27icx,phishing,MobileWallet_Scam
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://verify-now.net/ombk78,phishing,Misc_Scam
Aapki debit card limit exceed ho gai. Apna card verify karein: http://tinyurl.com/bkc14a,phishing,Bank_Scam
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://tinyurl.com/mu3739,phishing,Bank_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://secure-pay.com/xatp94,phishing,Scholarship_Job_Scam
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
JazzCash: Suspicious transaction detect hui. Account verify karein: http://bit.ly/9vlj28,phishing,MobileWallet_Scam
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Bank: Apki transaction successful hui. Amount Rs. 100.,safe,Bank_Notice
Notification: Account settings updated successfully.,safe,System_Alert
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://tinyurl.com/2kufmj,phishing,Fake_Prize_Scam
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Aapko exam result ki duplicate copy bhejni hai. Fees jama karne ke liye link.,phishing,Misc_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Tax department se notice: Aapki tax file incomplete hai. Jaldi action lein: http://verify-now.net/jdvrp0,phishing,Government_Scam
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Aapki debit card limit exceed ho gai. Apna card verify karein: http://tinyurl.com/4mw0aq,phishing,Bank_Scam
Aapka parcel hold pe hai. Delivery release karne ke liye payment karein: http://verify-now.net/9bp1mj,phishing,Delivery_Scam
College admin: Exam schedule attach kiya ja raha hai. Please check the portal.,safe,University_Notice
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Delivery company: Apke parcel ka shipment address confirm karein: http://bit.ly/3pgamw,phishing,Delivery_Scam
Notification: Account settings updated successfully.,safe,System_Alert
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
Bank: Apki transaction successful hui. Amount Rs. 100.,safe,Bank_Notice
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Alert: New device login detected. Agar yeh aap hain to ignore karein.,safe,System_Alert
Payment confirmation ke liye yeh link click karein: http://bit.ly/uyxsvq — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Aapka OTP 348647 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Security Alert: Aapka account unauthorized login detect hua. Agar yeh aap nahi to yeh form bharain: http://bit.ly/as7v7i,phishing,Credential_Theft
Reminder: University fee due date 15 October. Please visit student portal.,safe,Event_Notice
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Notification: Account settings updated successfully.,safe,System_Alert
Payment confirmation ke liye yeh link click karein: http://tinyurl.com/64u5yo — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://secure-pay.com/e3qc0m,phishing,Fake_Prize_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://secure-pay.com/uddlbv,phishing,Misc_Scam
Aapki salary deposit fail hui hai. Bank confirm karein: http://bit.ly/ar60cr,phishing,Bank_Scam
College admin: Exam schedule attach kiya ja raha hai. Please check the portal.,safe,University_Notice
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://verify-now.net/b3wr9f,phishing,Fake_Prize_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://secure-pay.com/z2bc8z,phishing,Government_Scam
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://bit.ly/3q56f0,phishing,Misc_Scam
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Delivery company: Apke parcel ka shipment address confirm karein: http://verify-now.net/ycx801,phishing,Delivery_Scam
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://tinyurl.com/4vfhgj,phishing,Bank_Scam
Notification: Account settings updated successfully.,safe,System_Alert
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Aapko exam result ki duplicate copy bhejni hai. Fees jama karne ke liye link.,phishing,Misc_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://secure-pay.com/biv3ge,phishing,Scholarship_Job_Scam
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://tinyurl.com/3cxu2c,phishing,Bank_Scam
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Account recovery: Apna username aur password yahan enter karein: http://tinyurl.com/gvx4we,phishing,Credential_Theft
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
Operator: Aapki SIM successfully activated.,safe,MobileOperator
JazzCash: Aapka transfer Rs. 250 complete hogaya.,safe,MobileWallet_Confirm
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://tinyurl.com/ivxl7p,phishing,Fake_Prize_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://bit.ly/oinr7o,phishing,Government_Scam
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://tinyurl.com/sk2yvp,phishing,Fake_Prize_Scam
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
Security Alert: Aapka account unauthorized login detect hua. Agar yeh aap nahi to yeh form bharain: http://tinyurl.com/584q75,phishing,Credential_Theft
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://verify-now.net/ayrvpy,phishing,Bank_Scam
Delivery Update: Apka parcel 2nd October ko deliver hoga. Tracking ID: 068319.,safe,Delivery_Update
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://secure-pay.com/n0018v,phishing,Government_Scam
Account recovery: Apna username aur password yahan enter karein: http://secure-pay.com/iy65b4,phishing,Credential_Theft
JazzCash: Suspicious transaction detect hui. Account verify karein: http://verify-now.net/os1sbo,phishing,MobileWallet_Scam
Aapka OTP 039846 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
JazzCash: Suspicious transaction detect hui. Account verify karein: http://secure-pay.com/kxurob,phishing,MobileWallet_Scam
Aapki salary deposit fail hui hai. Bank confirm karein: http://secure-pay.com/batlal,phishing,Bank_Scam
JazzCash: Aapka transfer Rs. 1200 complete hogaya.,safe,MobileWallet_Confirm
JazzCash: Suspicious transaction detect hui. Account verify karein: http://bit.ly/b5ra9f,phishing,MobileWallet_Scam
Aapka OTP 678395 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
Aapka OTP 706736 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Tax department se notice: Aapki tax file incomplete hai. Jaldi action lein: http://verify-now.net/r95j8w,phishing,Government_Scam
Account recovery: Apna username aur password yahan enter karein: http://tinyurl.com/27rko8,phishing,Credential_Theft
University: Aapka email deactivate ho raha hai. Reactivate karne ke liye credentials provide karein.,phishing,Credential_Theft
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://bit.ly/wl2xw3,phishing,Misc_Scam
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
Aapka parcel hold pe hai. Delivery release karne ke liye payment karein: http://verify-now.net/qf6z33,phishing,Delivery_Scam
Aapka OTP 099205 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://verify-now.net/cljbyh,phishing,Scholarship_Job_Scam
Payment confirmation ke liye yeh link click karein: http://verify-now.net/z9331z — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Aapko exam result ki duplicate copy bhejni hai. Fees jama karne ke liye link.,phishing,Misc_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://verify-now.net/pmr1wb,phishing,Scholarship_Job_Scam
Payment confirmation ke liye yeh link click karein: http://secure-pay.com/tvl5ci — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Aapka bank account temporary block kar diya gaya hai. Turant apni maloomat update karein: http://tinyurl.com/ohls0u,phishing,Bank_Scam
Bank: Apki transaction successful hui. Amount Rs. 500.,safe,Bank_Notice
Aapka parcel hold pe hai. Delivery release karne ke liye payment karein: http://verify-now.net/rv45il,phishing,Delivery_Scam
College admin: Exam schedule attach kiya ja raha hai. Please check the portal.,safe,University_Notice
Aapka OTP 270042 hai. Isay kisi ke sath share na karein.,phishing,OTP_Scam
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://secure-pay.com/newlbe,phishing,Fake_Prize_Scam
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://bit.ly/a5ji5z,phishing,MobileWallet_Scam
Notification: Account settings updated successfully.,safe,System_Alert
University: Aapka email deactivate ho raha hai. Reactivate karne ke liye credentials provide karein.,phishing,Credential_Theft
Aapki debit card limit exceed ho gai. Apna card verify karein: http://verify-now.net/hptqmq,phishing,Bank_Scam
Bank: Apki transaction successful hui. Amount Rs. 100.,safe,Bank_Notice
Payment confirmation ke liye yeh link click karein: http://tinyurl.com/c20fjx — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://bit.ly/4gs7g2,phishing,Bank_Scam
JazzCash: Aapka transfer Rs. 1500 complete hogaya.,safe,MobileWallet_Confirm
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://tinyurl.com/jtk9k4,phishing,MobileWallet_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Aapka OTP 313079 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Delivery Update: Apka parcel 2nd October ko deliver hoga. Tracking ID: 487470.,safe,Delivery_Update
University: Aapka email deactivate ho raha hai. Reactivate karne ke liye credentials provide karein.,phishing,Credential_Theft
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://verify-now.net/1ferem,phishing,Bank_Scam
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://bit.ly/9qibqv,phishing,Misc_Scam
Aapki debit card limit exceed ho gai. Apna card verify karein: http://tinyurl.com/jqqu0p,phishing,Bank_Scam
Aapki salary deposit fail hui hai. Bank confirm karein: http://secure-pay.com/0axuci,phishing,Bank_Scam
Account recovery: Apna username aur password yahan enter karein: http://verify-now.net/cmlrau,phishing,Credential_Theft
JazzCash: Suspicious transaction detect hui. Account verify karein: http://bit.ly/0osolv,phishing,MobileWallet_Scam
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
College admin: Exam schedule attach kiya ja raha hai. Please check the portal.,safe,University_Notice
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://tinyurl.com/81khc8,phishing,MobileWallet_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://tinyurl.com/dubomx,phishing,Government_Scam
JazzCash: Suspicious transaction detect hui. Account verify karein: http://bit.ly/hyb84b,phishing,MobileWallet_Scam
Aapki debit card limit exceed ho gai. Apna card verify karein: http://tinyurl.com/cv6is8,phishing,Bank_Scam
Aapki salary deposit fail hui hai. Bank confirm karein: http://tinyurl.com/yyu4in,phishing,Bank_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://secure-pay.com/85ovjt,phishing,Scholarship_Job_Scam
Aapki debit card limit exceed ho gai. Apna card verify karein: http://verify-now.net/knf7t9,phishing,Bank_Scam
Bank: Apki transaction successful hui. Amount Rs. 250.,safe,Bank_Notice
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://tinyurl.com/ncfru2,phishing,Scholarship_Job_Scam
Delivery Update: Apka parcel 2nd October ko deliver hoga. Tracking ID: 291956.,safe,Delivery_Update
Tax department se notice: Aapki tax file incomplete hai. Jaldi action lein: http://verify-now.net/ejp02r,phishing,Government_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Aapka parcel hold pe hai. Delivery release karne ke liye payment karein: http://verify-now.net/qi7r1k,phishing,Delivery_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://verify-now.net/fhe037,phishing,Scholarship_Job_Scam
Aapka parcel hold pe hai. Delivery release karne ke liye payment karein: http://verify-now.net/pcgbh3,phishing,Delivery_Scam
University: Aapka email deactivate ho raha hai. Reactivate karne ke liye credentials provide karein.,phishing,Credential_Theft
Bank: Aapka statement ready hai. Portal par login karein.,safe,Bank_Notice
Aapka parcel hold pe hai. Delivery release karne ke liye payment karein: http://verify-now.net/15zb46,phishing,Delivery_Scam
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://verify-now.net/7zhxmw,phishing,MobileWallet_Scam
NADRA: Aapki ID verification pending hai. Verification ke liye form bharain: http://secure-pay.com/xmyska,phishing,Government_Scam
Account recovery: Apna username aur password yahan enter karein: http://secure-pay.com/uv38t1,phishing,Credential_Theft
Delivery company: Apke parcel ka shipment address confirm karein: http://bit.ly/ewdyee,phishing,Delivery_Scam
Bank: Apki transaction successful hui. Amount Rs. 5000.,safe,Bank_Notice
Aapki debit card limit exceed ho gai. Apna card verify karein: http://verify-now.net/hgwctw,phishing,Bank_Scam
Bank: Apki transaction successful hui. Amount Rs. 100.,safe,Bank_Notice
University: Kal class online 10:00 AM par shuru hogi. Zoom link department se bheji jayegi.,safe,University_Notice
Service Alert: Apka subscription cancel hone wala hai. Renew karne ke liye yeh link open karein: http://tinyurl.com/72p9ai,phishing,Misc_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Easypaisa: Aapko refund mil raha hai. Refund claim karne ke liye link par click karein: http://bit.ly/rakmmc,phishing,MobileWallet_Scam
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://tinyurl.com/vd9rx0,phishing,Scholarship_Job_Scam
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Security Alert: Aapka account unauthorized login detect hua. Agar yeh aap nahi to yeh form bharain: http://secure-pay.com/mwlp6b,phishing,Credential_Theft
Account recovery: Apna username aur password yahan enter karein: http://secure-pay.com/5qf305,phishing,Credential_Theft
Payment confirmation ke liye yeh link click karein: http://verify-now.net/r9pay9 — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Aapka OTP 998487 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Scholarship committee ne apko select kar liya hai. Details ke liye apna CNIC bhejein.,phishing,Scholarship_Job_Scam
Payment confirmation ke liye yeh link click karein: http://verify-now.net/91su2o — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Easypaisa: Ap ne Rs. 1200 ka payment successful kiya. Receipt sent.,safe,MobileWallet_Confirm
Mobile carrier: Apki SIM suspend ho jayegi. Service continue rakhne ke liye OTP bhejein.,phishing,MobileWallet_Scam
Payment confirmation ke liye yeh link click karein: http://tinyurl.com/otzmvv — varna transaction cancel ho jayegi.,phishing,Fake_Prize_Scam
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Security Alert: Aapka account unauthorized login detect hua. Agar yeh aap nahi to yeh form bharain: http://bit.ly/4q2qa6,phishing,Credential_Theft
Bank Alert: Apke account me suspicious activity nazar ayi. Verify karne ke liye yeh link open karein: http://secure-pay.com/s61ap5,phishing,Bank_Scam
Aapka OTP 687163 mobile par bheja gaya hai. Agar aap ne nahi manga to ignore karein.,phishing,OTP_Scam
Aapka university scholarship delayed hai. Details ke liye apna account number dein.,phishing,Scholarship_Job_Scam
Delivery Update: Apka parcel 2nd October ko deliver hoga. Tracking ID: 508520.,safe,Delivery_Update
Mobile operator: Apka monthly bill generate ho gaya hai. Paybill number 12345.,safe,MobileOperator
Job offer: Ap select ho gaye hain. Joining form bharne ke liye yeh link open karein: http://tinyurl.com/jnjb7x,phishing,Scholarship_Job_Scam
Notification: Account settings updated successfully.,safe,System_Alert
College admin: Exam schedule attach kiya ja raha hai. Please check the portal.,safe,University_Notice
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://bit.ly/e6ajdp,phishing,Fake_Prize_Scam
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Aapko 5000 PKR reward mila hai. Claim karne ke liye form bharain: http://bit.ly/76d3du,phishing,Fake_Prize_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Operator: Aapki SIM successfully activated.,safe,MobileOperator
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Emergency! Apki payment fail hui hai. Verify karne ke liye apni details bhejein.,phishing,Misc_Scam
Congratulations! Ap lucky draw jeet gaye hain. Prize claim karne ke liye bank details dein.,phishing,Fake_Prize_Scam
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
Alert: New device login detected. Agar yeh aap hain to ignore karein.,safe,System_Alert
Event: Tech seminar on 20th October. Registration link portal par maujood hai.,safe,Event_Notice
